textid citation_id culture_id paragraph
t0319 cite0016 MO04 "If the gu rains fall"
t0319 cite0016 MO04 "And are successful,"
t0319 cite0016 MO04 "My herd should be taken"
t0319 cite0016 MO04 "To the red sand country"
t0319 cite0016 MO04 "Which is best for grazing. 6"
t0319 cite0016 MO04 ". Muusa H. I. Galaal, “Stars, Seasons and Weather in Somali Pastoral Traditions,” unpublished ms., p. 60."
t0320 cite0016 MO04 "The weather-lore expert also calculates the arrival of certain propitious times such as dambasamo, the night in the middle of autumn when the rams are let loose to mate with the ewes. Lambs conceived on that night will be born about 150 days later, which should be in the middle of the gu (spring) rains."
t0320 cite0016 MO04 "Although most of the calculations of the weather-lore expert are grounded in experience and empirical observation, he is also usually something of a forecaster and astrologer. The following saying from the Mudug region of central Somalia is typical of the expert’s predictions:"
t0320 cite0016 MO04 "The year of the successful rains is that in which Dirir [the star Arcturus] is slightly behind the moon in the early part of the night but in which the two become parallel in the sky throughout the second half of the night. In the calculus of pastoral decision-making, the weather-lorist is frequently consulted and his wisdom highly regarded. His expertise helps insure that nomadic groups are operating in an environment that has been well-charted by experience and tradition."
t0321 cite0017 MO04 "This method [of computing lunar months], quite ingenious, as is seen, is, however, only the popular one. It serves for the current use of the Bedouins, who are able to be sufficiently well informed on the whole about the beginning of the season of the rains, when they do not want or are not able to have recourse to the wad[unknown]ad, expert on the stars for the tribe, for advice. This combination, then, in the reckoning of the Mussulman calendar with the Somali one is noteworthy, since it demonstrates, on the one hand, the continuous diffusion of Islamic culture, and, on the other hand, the practical reasons for which the Somali solar year remains in use today."
t0321 cite0017 MO04 "The method by stellar observations is more complex; it was easy to get information, because it is a part of the ‘knowledge of the tribe,’ which, however, is threatened more every day by the progress of Islam."
t0322 cite0017 MO04 "On the other hand, it is necessary to consider that this method of the Migiurtinis is used by the wadâd of the tribes, as I said at the beginning, and the divisions of the year for such a purpose are known only by the ‘star experts’ in the tribes, whereas in the common usages of life -- within the solar year -- the dates are fixed by the lunations, which have -- in turn -- Somali names. Thus, for example, within the solar year that goes from one ‘feast of fire’ to another, none of the Migiurtini fixes a date indicating it, as, let us say, the 5th 222 of musarêmo or the 7th of fu[unknown]sádi, but rather one sooner speaks of the fifth day, for example, of the lunation of sidetâl (= [unknown] [unknown]) or of the fourth day of the lunation of dágo (= [unknown]). It is understood, on the other hand, that the learned man who wants to calculate the beginning and the end of the rains must know the correspondence between the days of the lunation and those of the periods of the solar year."
t0322 cite0017 MO04 "Now in this state of things it seems not improbable that the ancient division of the solar year into groups of decades, which has fallen out of use among the tribes and continues to be used only by the “star experts,” has been partially perfected by the latter with those new divisions based on direct stellar observations, which form the second half of the actual solar year of the Migiurtinis. But it is not easy to find a precise solution for this little problem, since it also might be that the two systems (year divided into groups of decades and year calculated on the occultations of Spica) have in the past coexisted integrally -- the one as a popular system and the other one as learned system -- and that then, both driven back (I shall speak thus) into the limited field of the ‘knowledge of the tribe,’ they have been combined into the present method of the Migiurtini “star experts.”"
t0323 cite0018 MO04 "[My beautiful camels,]"
t0323 cite0018 MO04 "The readers of the HAYDHO 1 ,"
t0323 cite0018 MO04 "Who is also the expert on stars,"
t0323 cite0018 MO04 "Announces a long lasting supply of rainwater,"
t0323 cite0018 MO04 "And an unexpected season of heavy rainfall..."
t0323 cite0018 MO04 "I also heard a saying by an Arabian sheikh against what he considered the Somalis’ overdependence on astronomy... If sheep start to give birth"
t0323 cite0018 MO04 "At the setting of the Pleiades constellation,"
t0323 cite0018 MO04 "But the life-giving SEERMAWEYDO rain [by chance] fails"
t0323 cite0018 MO04 "to come,"
t0323 cite0018 MO04 "What would the foolish Somalis do?"
t0323 cite0018 MO04 "The Somali argument against this preaching was as follows:"
t0323 cite0018 MO04 "“We believe in three different kinds of teaching:"
t0323 cite0018 MO04 "a) CILMI-WADAAD, the teaching of the religious sheikh;"
t0323 cite0018 MO04 "b) CILMI-HABREED, the teaching of the Bush Nurse;"
t0323 cite0018 MO04 "c) CILMI-CURRAAF, the teaching of the Bush-life expert."
t0323 cite0018 MO04 "[Page 2] 2"
t0323 cite0018 MO04 "Refusal by us to obey the teaching of the religious sheikh will result in internal punishment. Refusal to obey the teaching of the Bush Nurse will result in loss of children. And refusal to obey the teaching of the Somali Bush-life expert [the astronomer] will result in poverty. [Therefore we have to recognize all these three teachings.]"
t0323 cite0018 MO04 "And I recognized the many phrases in our language that closely associated the weather and the well-being of my people, as exemplified in the DABAYL-CAAFIMAAD, “breeze of health and tranquility.”"
t0324 cite0018 MO04 "The Somali Weather Lore Expert has several functions in his profession. At the same time he is:"
t0324 cite0018 MO04 "1. An astronomer,"
t0324 cite0018 MO04 "2. An astrologer,"
t0324 cite0018 MO04 "3. A pastoral geographer,"
t0324 cite0018 MO04 "4. A mathematician,"
t0324 cite0018 MO04 "5. A keeper of records of the study of weather lore (actually in his memory),"
t0324 cite0018 MO04 "6. A meteorologist, and"
t0324 cite0018 MO04 "7. A soothsayer."
t0324 cite0018 MO04 "These roles are explained in the following paragraphs"
t0325 cite0018 MO04 "In the first place, the weather lore expert knows fairly well the locations and paths of the major celestial bodies -- including the visible planets, the sun, the moon, and a large number of constellations and clusters of stars. The positions and changes of these bodies are interpreted in manners relative to Somali life. Some of these interpretations are astrological in nature. For example, the eclipse of the Moon is said to fortell the death of a renoun leader; and that of the sun, a prosperous year. Moreover, a child born on certain nights when the Moon is adjacent to certain stars is thought to be evil; yet if born on other nights, he is considered virtuous. But the greater part of the interpretations of these bush weather lorists is logical, and in many cases pragmatic. Their inductions are based on:"
t0325 cite0018 MO04 "a) information handed down from past experts, for which they are the record keepers;"
t0325 cite0018 MO04 "b) personal observation of the positions and changes of those celestial bodies."
t0325 cite0018 MO04 "In this way, then, the weather lore expert acts as a combination of astrologer and astronomer."
t0326 cite0018 MO04 "The weather lorist is also an expert on the grazing and care of animals--he is a pastoral geographer. He knows what areas are best for grazing at what time of year; he knows what grasses are best for the animals; and he knows what type of earth will support these grasses. He knows which wells give the best water for animals. He must be on constant watch against water that contains HHANFALEY (poison). 3"
t0326 cite0018 MO04 ". Somali pastoral veterinary doctors think the poison is caused by roots of certain plants making their way down into the water table. The most dangerous plant is called CADAY. This, interestingly enough, is the tree whose roots and branches are used throughout Somalia as toothbrushes. CADAY is found in salty or gypseous country."
t0326 cite0018 MO04 "On certain years, certain wells will contain HHANFALEY. The weather lore expert must keep record of which wells will be potentially poisonous each year. He knows this through keeping account of which flocks were lost, both where and when. He then goes to the well and tastes its water. If he is uncertain still, he will test the water with one goat. Still doubting, he will advise his kinsmen not to use the well at all. So the expert must be very conscientious in his role as a geographer."
t0327 cite0018 MO04 "The pastoral expert is also a meteorologist. He understands the winds and their changes, the rains and their sugnificant influences on the flocks of animals and on the lives of people, both nomads and agriculturists. One miscalculation by the weather expert can upset the Somalis’ entire way of life. If, for example, the special night of DAMBASAMO, when rams are permitted to mate with ewes, is miscalculated, the kids may be born at the wrong time of year. If they are born during the dry season, they as well as their mother may die for lack of grazing and water. In short, the weather lorist bears a lot of responsibility towards his kinsmen."
t0328 cite0018 MO04 "In calculating the HABEYNTIRIS, the weather lore expert’s role as a record keeper comes most into play. One of his most important services is to keep an accurate record of the calendar. In our research, we have discovered that the country falls into seven district regions. The experts of these weather districts have their own unique terminology describing the seasons and lunar months, as well as the Stations of the Moon, elaborated in an above section. The districts are numbered (1) to (7) in the map in Appendix 9.3."
t0329 cite0018 MO04 "Perhaps the most important means for passing the knowledge of the weather lore expert from generation to generation is the medium of sayings, maxims, and riddles. Though I have included many of these in the above text, in my ongoing research I am constantly finding new ones, or having old ones brought to mind. These I include in this special section... [poem, plus mention of:] h) To study a way of collecting together at intervals the few living Somali weather experts"
t0330 cite0019 MO04 "Although burji is very loosely defined in daily discourse there are experts who have a more elaborate understanding of the concept. These are the religious specialists, the wadaado or culmadda . Burji is seen as a part of the area of competence of these men; i.e. the cilmi or religious knowledge. It is significant that this connection is made, because cilmi is conceived of as distinct from knowledge of worldly matters, kasmo or caqli . 4. Cilmi itself is of course far from uniform; as pointed out by Cassanelli (1975) there exists in the history of Somali Islam a distinct contrast between what he calls a mystical and a theocratic tradition. We will here only be concerned with the mystical tradition, the best general introduction to which is Lewis 1955/56."
t0330 cite0019 MO04 "Cilmi and kasmo , religious and mundane knowledge, belong to entirely separate spheres of thought and action. In two important papers, Lewis has analysed this dualism further within the contexts of notions of power and of role stereotypes (Lewis 1963, 1965). As he aptly summarizes his findings, Somali do not validate secular supremacy in religious or secular terms, but rather...see mundane and religious power as counter-poised, and... assume that one is present where the other is absent . [Lewis 1963:115, emphasis added]... I found that people had [Page 93] difficulty explaining the term other than by relating examples of it, often drawn from their own experiences. It was said: “when a boy falls in love with a girl but feels that something stops him from approaching her, then it is her burji that is bigger than his”. Similarly, I was told that “the one who can always persuade others to agree with his propositions, it is his burji that helps him”."
t0331 cite0019 MO04 "Having talked about what burji is not related to, I must turn now to what it is related to. There is a distinctly religious element to the notions concerning the individual. Not only is individual honour (in the sense described above) directly associated with religious values, but when asking questions about burji itself, most of my informants directed me to the religious experts. I was told that burji is a large and complicated concept but that those men who possess astrological knowledge ( xiddigis ), secret religious knowledge ( asraar or cilmi sireed ) and religious knowledge in general ( cilmi ) also have holy books where the secrets of burji are revealed."
t0332 cite0019 MO04 "The knowledge of burji possessed by the religious experts is indeed much more specialized and technical than that possessed by laymen. According to the experts there are twelve different, named burji . To find out which burji a person has, his name is written with Arabic characters and the position numbers assigned to each one of the characters within the Arabic alphabet are then added together. The sum reached is by further calculations made to correspond with the number of a burji ..."
t0332 cite0019 MO04 "Burji is also connected with what was called “the small stars”. In Arabic they are known as manaazil and there are 28 of them. Each one of these stars is linked to one of the characters of the Arabic alphabet, and through this link, it was claimed, another connection between the name of a person and his burji can be established. The “small stars” are dependants of, or “soldiers of”, the seven “big stars” (in Arabic kawaakib ). These, in turn, are related to each one of the seven heavens, and they are also related to different prophets. Because of this latter link, a person can be informed about which one of the prophets is “his”. The 28 small stars can be further rearranged into four groups with seven stars in each. Each one of these four groups is [Page 98] related to one of the four seasons and, therefore, the different burji are linked to the seasons too. In addition, some of the experts are able to establish a connection between the burji of a person and a day of the week. Such days may be said to be the proper day to pursue various difficult tasks."
t0333 cite0019 MO04 "This system, then, is both enormously complex and suggestive of a fascinating system of cosmic correspondences such as that described for the northern Somali by Galaal (1968). It should be stressed, however, that none of the experts I consulted knew other than fragmentary bits of it by heart. Throughout the interviews they had to consult their documents and notes on the subject, and even so many questions remained unanswered. Furthermore, the answers I got from one expert frequently contradicted the answers of another. I should also mention that there were tendencies among the experts to make the subject even more “mystical” than it already appeared. For instance, all names of the stars and of the different burji etc. were consequently given in Arabic even for those that have Somali names. This shroud of obscurity and mysticism in which the knowledge of burji is dressed is of course particularly significant in view of the transparency of genealogical, agnatic knowledge. The property of obscurity may be seen as a semantically particularly powerful one. It can only be identified as such, however, when contrasted with non-obscure categories."
t0334 cite0019 MO04 "One of the many applications that the scholarly knowledge of burji has is to determine whether it is appropriate to marry a specific person. In such contexts one can observe how the fluidity of the system gives rise to a big variation in the interpretations offered. Sometimes the name of the potential wife will be used to derive a specific burji . It may be shown that this burji is related to jilaal , the dry-season, and is thus indicative of her possible infertility. In other cases, the sum of the wife’s name is subtracted from that of her husband. The result may be a “female” burji which may be taken to mean that the marriage, if it should come about, will only be blessed with daughters. On the other hand, the same burji may be related to the star qalbi , heart, a possible sign that the wife will love her husband dearly. I have also witnessed how the same basic facts are given a different interpretation on another occasion. [Page 99] These examples show that there are generous margins within this system of correspondences and the number of possible interpretations appears to be infinite."
t0334 cite0019 MO04 "This applies not only to contexts of marriage, but one can note the very same tendencies of a “looseness” in the interpretations within every possible area of application. I am not the only one to make such observations. Many informants admitted that what the experts said did not always seem to be internally consistent. However, to them this fact underscored that burji is a complicated subject. Some people also took this opportunity to deliver a cautious criticism of the local experts by calling them kitaab gablow or Yaasiinleh , terms that imply that these men have only been taught a tiny fraction of the Koran. It is true that some experts I consulted did not enjoy a generous reputation for their learning. However, many of them were regionally recognized shaikhs, trained in Baardheere or in other reputable institutes of religious learning. The fact remains that detected inconsistencies only seem to amplify the belief that the system of knowledge concerning burji is one of obscure, hidden truths. As Simmel has suggested, the use of secrecy offers the possibility of a second world alongside the manifest world (Simmel 1950:330). The glimpses of truth believed to be contained in the fragmented knowledge of burji has an indisputable quality of such otherworldliness."
t0335 cite0019 MO04 "Discussing Somali medical plants, one should be careful not to underestimate the accumulation of practical knowledge which may underlie their use. Lewis writes that “in enquiring . . . why a certain plant was supposed to have curative powers . . . I was usually told that it had been tried and found to be efficacious” (1961:26-27). However, the use of plants is not confined to purely medical purposes. “Herbalists” are also thought of as knowledgeable about sorcery (sexir) . In Southern Somalia it is widely believed that the population along the river-valleys are particularly skilled herbalists. Those traditionally engaged in the ferrying across the river are held to possess a knowledge of herbs by which they control the wild animals such as crocodiles and hippos. These men, who are called baxaari, enjoy considerable recognition far beyond their home villages. Among the Hubeer these baxaari are regarded as belonging to the inferior groups of common (boon) descent, who are further described in the next chapter."
t0336 cite0019 MO04 "Few herbalists claim to master this method fully. It is generally believed that the method is mostly used by those endogamous social groups who are descendants of slaves or who are outcasts. The baxaari, whom I have mentioned, is such a group, but in every Southern Somali village there are groups or individuals with a corresponding social position. Just like the baxaari such people may have an inferior social position and be feared for their magical skills, although they are often only talked about as dhiryaqaan, “the one who knows about herbs”..."
t0336 cite0019 MO04 "We should note here, then, that there is some connection between the lower levels of society and knowledge of medical plants. This does not imply that the plants as such are seen as belonging to these groups, nor that using plants for curative purposes is defiling, only that certain socially peripheral groups are often [Page 109] believed to be particularly skilled in handling them. A commonly held view on why it is precisely these groups that are knowledgeable in the use of plants, is that they allegedly are less religious than other Somalis, and that this has forced them to seek another type of knowledge. Lewis (1963; 1965) has also suggested that one can view these groups’ connection with sorcery as a kind of compensation for their lack of political influence."
t0336 cite0019 MO04 "It should be emphasized that although, at times, knowledge of the more esoteric usage of medical plants times is associated with the socially inferior, the plants themselves are seen as connected with the place where they grow. The spatial category duur, the bush, connotes the anti-social, the dangerous and the wild. The very word duur is used in constructions such as duurgelid, “to become completely mad”, and duur-xul, “to talk in an obscure way”. Duur is the sphere of the wild animals (dugaag) while domesticated animals (xoola) belong to the sphere of the village and “civilization” (ilbaxnimmo) . If a herbalist is consulted only to get advice on what plant should be used for a certain purpose, he will usually stress that the plant in question should be obtained from “a distant place” (meel fog ah) . In markets one finds surprisingly little commerce with medical plants. One reason, an informant suggested, is that they must be “fresh” (dhay) to have any “effect” - faa’ido . A guarantee for faa’ido is that the patient picks the plant himself or that the herbalist does it in connection with the treatment."
t0336 cite0019 MO04 "The latter method is also the most common one in cases where an expert is consulted. The expert himself supplies the patient with those plants or parts of plants that are needed in the treatment. If they require any form of preparation or extraction he will see to that too. The administration of the cure is also supervised by the herbalist. If repeated administration is necessary, the herbalist will usually stay overnight at the patient’s home or return there with the medicine when it is time. If he asks a direct question, the patient will usually be told the name of the plant being administered. However, experts will not volunteer such information and they frequently attempt to conceal the exact method of preparation. ..."
t0336 cite0019 MO04 "In summary, knowledge about medical plants is to some extent linked with an inferior and dangerous social status. Furthermore, the plants are associated with the spatial category of duur, bush, and are seen as especially powerful when they come from distant places. I have also pointed out that there is a tendency to keep knowledge of medical plants to oneself. This fact would seem to contribute to the reproduction of the knowledge of geed as a distinct area of knowledge."
t0337 cite0019 MO04 "Turning now to the religion, diin, it should be observed that in religious forms of treatment there is a greater emphasis on the role of the expert than is the case with the herbal treatments. While there is a considerable amount of competence with regards to medical plants among laymen, people are more inclined to turn directly to an expert in cases where they prefer a “religious” cure for a disease."
t0337 cite0019 MO04 "The emphasis given to the religious experts does not only apply to contexts of healing. In Somali society there is a profound dichotomization of phenomena associated with religion and phenomena seen as profane or mundane. Ideally every Somali man is thought of as either a warranleh, a spear-bearer, or as a wadaad, a man of religion. In the same way religious knowledge, cilmi, is separate from knowledge of worldly matters, called dhuug or caqli . The religion is seen as providing a system of non-disputable norms which stand opposed to the worldly and debatable norms. Cultural and customary decrees (dhaqan) may be explicitly contrasted with what is required by the religion (diin) . To express that something is “compulsory” or khasab means [Page 111] that it is prescribed by the religion. In traditional courts one can also find conflicts about which set of standards should be applied: is the verdict to be given in conformity with the Islamic law ( sharciiya ) or should Somali customary law ( xeer soomaaliyeed ) be used? These facts form a necessary background for understanding the integrity of religious phenomena and the way in which “religion” is seen as an independent system (see Chapter 3)."
t0338 cite0019 MO04 "A more advanced form of religious therapy requires greater knowledge. A distinct trait of the therapy offered by the more skilled experts is that people in general do not fully comprehend how they go about it, nor are they expected to. Advanced religious therapy is based on certain concepts of the individual which are called burji . As I have described in Chapter 4 this is the astral constellation a person is born in and it also implies that the person possesses a certain potential force. For curing disease, and also for curing conditions such as childlessness or to establish contact with the opposite sex, the task for the [Page 112] appointed wadaad is to alter the burji of the person so that the disease is defeated, or so that other desired effects result. Knowledge of somebody’s burji can be gained either by knowing his date of birth or by using the person’s name with the name of his mother added. If the latter procedure is chosen the names are written in Arabic and the position numbers assigned to each one of the characters in the Arabic alphabet are then added together. This sum is by further calculations made to correspond with the number of a particular burji ."
t0338 cite0019 MO04 "This is about as far as a layman’s knowledge goes. The techniques that are then used for altering the burji remain known only to the specialists. Essentially, what the experts do is to utilize the links that the burji is believed to have with other phenomena. For instance it is held that a burji may be male ( lab ) or female ( dheddig ). Every burji is also connected with one or several of the seven skies ( todooba samadood ). It also has connections with the astral bodies, with the four elements and with different organs of the body. In brief, the notion of burji rests on the assumption of correspondences between various elements of the cosmos. Since I have already given attention to these aspects of the concept of burji (Chapter 4), I shall here repeat only the most central points: There is considerable discrepancy between the interpretations of burji given by different experts. The interpretations and the different calculations required are performed with the help of Arabic books and are regarded as a part of the “secret knowledge” called asraar or cilmi sireed . Depending on what books the expert has access to, the interpretation of a person’s burji will vary. It should also be noted that several of the symbols which appear in these consultations do not correspond to objects identified in other circumstances. The four elements, for instance, are not parts of Somali cosmology."
t0338 cite0019 MO04 "Another factor is the use of Arabic throughout the treatments, which confers a shroud of obscurity to the religious therapy."
t0338 cite0019 MO04 "The alteration of a person’s burji that one aims at establishing, is to some extent determined by the disease from which the patient suffers and in what part of the body it can be located (cf. note 1). In one case when a woman was suffering from pain in the chest, it was determined that it was her heart, the qalbi, that was causing the illness. The woman’s burji was calculated by an expert who also established a number for the star which bears [Page 113] the name qalbi . The number of the woman’s burji was added to that of the star and the sum reached was the number fifteen. He then drew a diagram of three by three squares and wrote an Arabic character in each square. The position numbers of these characters would add up to fifteen in each row of squares. On the same paper he then wrote the surah Yaasiin, which, as I have mentioned is the “heart” of the Qur’an. The paper was folded carefully and the woman subsequently had it put into a cover of leather, a xersi, to bear around her neck."
t0339 cite0019 MO04 "More importantly, the medicine itself derives its power from its links with categories that are opposed to the normal, mundane and known. Whether it is a matter of plants brought in from the wild, or of religious formulas informed by sacred knowledge, or of medicines manufactured by strangers, the efficacy of a treatment depends on the degree of such connections. A plant from a distant place is more powerful than one which grows close to the house-wall. A religious expert who possesses many holy books and can master an obscure religious idiom is more reliable than one who can recite only a few surahs. Similarly, the medicine brought from a distant country or distributed by a foreigner is preferable to that which is imported from Kenya or obtained from the local dispensary."
t0340 cite0020 MO04 "To recapitulate: a brief description has been given of the Cushitic world of power manifest in an apparently incoherent and rather vague hierarchy of refractions of the Sky God ( Waaq ). This world presided over by God comprises the phenomena which we call ‘natural’; the sun, moon, and stars, the winds, rainbow, rains, and the rest, as well as the more contiguous parts of nature, the hills, trees, and water, which make up man’s immediate surroundings. Certain configurations of these phenomena are fraught with power, available sometimes to ritual experts only, sometimes to whoever chances to cross their path. One of the tribal religious expert’s ( wadaad ) special skills is his knowledge [Page [p.28]] of the skies and power to interpret the movements of the heavenly bodies (Cerulli, 1929, 1931 (2))."
t0341 cite0021 FQ05 "The Bemba cannot be described as a fishing tribe. As a food, fish makes one of their favourite relishes, and is reckoned nearly as great as meat. They catch fish whenever they can, and very much appreciate dried fish, but such food is regarded rather as a sudden piece of luck than as a regular article of diet, and fishing itself in a greater part of the country is an amusing pursuit, particularly when undertaken communally, rather than a serious means of getting one’s livelihood. Among the neighbouring Bisa, a fishing tribe living on Lake Bangweolu, each fish is known by name and referred to as such, and every child in the community is able to pick out the different sorts correctly from a heap. But among the Bemba, though different types are recognized by the older men, the rest of the natives just speak of ‘fish’. The Bisa regularly dry fish and trade it over the country. They have a fixed system of prices and reckon each catch carefully in terms of financial profit. The Bemba, on the other hand, only sell fish occasionally, at certain seasons of the year, and then by a process of casual barter. Apart from those who live by the banks of big rivers they are indifferent boatmen and handle clumsily the paddles of the dug-out canoes at river fords. Along the Chambesi, Luansenshi, and other big rivers there are, however, definite fishing villages recognized by the natives as such. These villages remain fixed in one position year in year out. Here we find fishing by one method or another going on all the year round, a complex system of ownership of weirs and rights of use of ponds, and special fishing ceremonies such as are not found over the rest of the plateau. The inhabitants of these villages are definitely specialist fishermen, distinguished by name as umulonga (plur. abalonga ) and considered very exclusive and even dour by the rest of the Bemba. The latter discuss the habits of these fishermen as though they were almost a [Page 330] race apart, although in reality they differ from other Bemba merely in regard to their fixed habitation, greater degree of intermarriage, and independence of their neighbours. It will be best to sketch fishing methods in general as they are practised all over the country, and then to describe the more complex type of occupation characteristic of these riverine villages."
t0342 cite0022 FQ09 "In approaching Nyambe or his subordinates, skill and knowledge were important, for, as the myths of Kamunu suggested, they gave man what power he had in the face of a capricious god. The priest-guardians were specialists. Cunning and strength could enable a chief to seize ruling medicine from a supernatural being."
t0342 cite0022 FQ09 "An ordinary man could acquire the characteristics of an animal by ‘drinking worms’ (maggots from the [Page 147] carcase of the animal desired). The worms would accept or reject him. If they accepted him, then after death he would become such an animal by metempsychosis, thus ‘defeating’ death."
t0342 cite0022 FQ09 "Here the line between powers of the day and of the night was shadowy..."
t0342 cite0022 FQ09 "Nyambe was capricious. He radiated darkness and light. The world and all that happened in it eventually depended upon him. His world was full of resources which were therefore charged with positive or negative potentials, reflecting his nature. Jacottet's informants explained this graphically: nothing in the natural environment was neutral (which is not the same as animism). 31 Skill and faith were both necessary to manipulate the natural environment beneficially. Take the crucial commodity of rain. In their argument, the rainmaker had told Livingstone that ‘God alone can make rain, my medicines don't make it. But he has given us the knowledge of certain plants and trees by which we pray to him to make rain for us. We charm the clouds and he makes the rain for us.’ 32 Jacottet's informants told him of the powers of the ‘old man of the rain and thunder’ 33 and of the way that the royal ancestors could be beseeched to intercede with Nyambe to bring rain. The relationship was the same even if the methods were different. 34"
t0342 cite0022 FQ09 "Birds, 35 animals, 36 roots and plants all had these dual potentials. Which was activated depended primarily upon the motive, contingently upon the manner in which they were approached. Human beings had the same potentials but they were controlled differently."
t0342 cite0022 FQ09 "The professions of healer ( ñaka ) and of witch ( muloi ) were very similar in many of their ritual performances. Techniques of diagnosis and divination, of bewitching and of curing, were frequently similar, sometimes [Page 148] indistinguishable. Jalla was given the standard evasive answer in the 1890s: ‘According to the Lozi [sorcery] comes from the Mbunda, just like mwati ’ (vegetable poison, of which more below). The real distinction between witch and healer was one of motive expressed by certain ritual behaviour, and part of this sense was in Jalla's own observation that ‘the moloi (sorcerer) is someone who divines with evil intent [ jete des mauvais sorts ] -- the ngaka (doctors) are entirely different’"
t0343 cite0022 FQ09 "Liñaka (healers) who were appropriately skilled could provide protective medicines that would prevent bewitchment. Such medicines were, and are, highly prized. However, the danger was that the healer consulted might be a hidden witch and so the protective medicine might, in fact, capture the spirit of the seeker after protection."
t0344 cite0022 FQ09 "Consequently, ‘the most sought after doctors are foreigners. One goes to them, or has them brought at great expense’ 44 precisely because they would not involve the risk of local healers who might capture and use one's spirit."
t0344 cite0022 FQ09 "Manipulation of medicines enabled suitably skilled men to control the lesser creatures. A healer who had such medicines could control animals beneficially; the most important of such were crocodile doctors who could protect cattle from attack whilst fording a river. 46 A witch, whose motives were evil, would direct his familiars to evil actions. 47 Snake doctors and those with lion magic were especially feared."
t0344 cite0022 FQ09 "However, to beat the witches at their own game was too risky a course for commoners. So before one was bewitched it was generally better to employ a specialist healer with his protective medicines and when it was too late, to consult divination. Techniques of divination have changed more easily than other areas of ritual. For the 1880s and 1890s we can establish the range shown in Table 7, which I divide by general area of application and increasing seriousness of subject."
t0345 cite0023 FQ09 "Siyaya ( liyaya ), sisongo ( cisongo, kayongo ) and tundundu are all ailments caused by mahamba . The symptoms are headaches and swelling of parts of the body; sisongo affects the legs of the patient, siyaya and tundundu affect the chest or stomach. Divination shows the cause, and exorcism and skilled treatment by an ng'aka are required. These mahamba would appear to be true ancestral spirits for, according to informants, siyaya is known to have existed among the Lozi of Lewanika's reign in the early years of the century. Its acceptance by the luyana was such that Kuntz (1932.131) considered that it was a Lozi ailment. In Mankoya, on the other hand, Symon (1950, 72-73, 76-77) noted that liyaya appeared only to affect the immigrant Wiko ( lunda-luvale ) peoples of the district. He records that the exorcism is assisted, in cases of sisongo and liyaya , by medicine taken orally and by hot fomentations applied to the affected parts of the body. He does not, as does Kuntz, mention inhalations. Modern mahamba , such as, ‘ ndeke (aeroplane), which is derived by infection from areas where planes are frequently seen. This lihamba is said to cause weakness of the legs when walking (McCulloch, 1951.78), were also encountered during the investigation, and one of these, bindele , is fully discussed in Chapter VI."
t0346 cite0024 FE12 "Warnings that the witches are at work may also come from dreams. To dream of being persecuted by a cow, a wild animal, or a European, means that a witch is after you, and there is a little trick to find out if this is so: “It is said that the eyes of the witches look a bit different in colour, and that some can see from the back of their heels. Experts in detecting witches say that if you apply sand or some specially prepared black powder to the back of the heels of such persons, if they really are witches, their eyes will at once begin to glow”... [*AL note: section follows with a community-wide discussion of trials and ordeals dealt to bring suspected witches to justice, and common knowledge about signs pointing to witch status]"
t0347 cite0025 FE12 "I saw the patient once more about a week later. (It was a very long walk to the “village”.) The patient was unchanged. An incident had, however, occurred which convinced everyone that the patient's mother was a witch. A bird—probably a night-jar—had flown into the room in which she and some other women were sleeping. It blundered against the lighted lantern several times before it made off. The other women were terrified. The bird could only have been another witch turned into a hawk and come to call its fellow-witch to the night's assembly. The practitioner then insisted on shaving the mother's head and performing [Page 366] the rest of a witch's purification ritual. He insisted that she should confess—which she reluctantly and resentfully did. I then left the district and only later heard the sequel. The mother became more and more irritated by the medicine-man's nagging till one day she seized a stick and beat the patient. The medicine-man then said he would have no murderous assaults in his village so he expelled both the patient and his mother. Some labourers carried the patient in a litter to the main road where he and his mother were put on a lorry and not heard of again."
t0348 cite0026 FE12 "When an Ashanti falls ill, and the sickness does not yield to the ordinary household remedies (really household magic), or cannot be diagnosed, it then becomes necessary to call in a doctor. The doctor, as we have already seen, may be either what we should call a general practitioner, or a specialist. The Ashanti word for the former is Sumanni (pl. Sumankwafo), or sometimes Oduruyefo, and for the latter Bonsam 'Komfo. The exact derivation of these terms is interesting. Sumanni is just one who deals in suman, i. e. charms. If we studied his methods superficially, we should say he was a herbalist, and so he is, in so far as he works with leaves and roots and plants; but there is this great difference—his medicines are not efficacious because of their antitoxic properties, but because of their magic properties. The disease, for which he sets out to prescribe, is itself caused by superhuman agencies, and can only be cured by similar counter-measures. [Page 148] It is spirit acting upon spirit, not antitoxin upon toxin. There are many allied diseases in the spiritual pharmacopoeia, with all of which the sumankwafo are capable of dealing. There is one, however, which he cannot treat, the most dreaded scourge in Africa, a malady which I suppose it is no exaggeration to state has taken toll of tens of thousands of lives—i.e. witchcraft. Against this disease the Ashanti calls in the specialist, the Bonsam 'Komfo. Now okomfo is really a priest, one upon whom akom (possession) may come, and Bonsam is a male witch. I have already dealt with the craft of witch-doctors, or white witches, or whatever we may decide to call them, and we have seen how an analysis of their title explains the source of their inspirations, for these are men who have learned to use and control black magic in order to defeat black magic."
